Time,"czas$godzina$(najwyższy) czas (na / zrobić)$na czas, w porę$punktualnie$",0
Be,"być, stanowić$/$być$to (jest/był )$",0
Good,"dobry$dobry$dobry$dobry$dobrze$",0
Year,"rok$rok akademicki/finansowy$mieć dwa lata /dwanaście/37 lat$dwulatek/dwunastolatek/osoba$rocznik$",0
Have,"null$",0
New,"nowy$nowy$nowy$być dla nowym$być nowym w , dopiero zaczynać$",0
People,"ludzie$naród, lud$naród, lud$",0
Do,"null$null$null$null$",0
Old,"stary$stary$stary, w wieku$stary przyjaciel/odwieczny wróg$stary$",0
Way,"sposób$droga$kierować się do/przez/ku$być w drodze$(nie) na drodze widoku$",0
Say,"mówić, powiedzieć$powiedzieć$mówić, pisać, wskazywać$powiedzieć do siebie$wyrażać, mówić$",0
Great,"świetny$wielki$wielki$wielki$bardzo wielki/długi$",0
Man,"mężczyzna$człowiek$",0
Get,"dostać, kupić$brać$dostać$rozumieć$wchodzić/wychodzić/przechodzić$",0
High,"wysoki$wysoki$wysoki$wysoki$wysoki$",0
Day,"dzień$dzień$dzień$kilka dni temu$dzień w dzień, dzień po$",0
Make,"robić, wykonywać, przygotowywać$składać obietnicę /robić uwagę /popełniać błąd$zmuszać do$uszczęśliwiać /martwić /utrudniać$(dać radę ) przyjść przybyć, zdążyć na$",0
Small,"mały$mały$drobny, mały$czuć się gorszym$",0
Thing,"rzecz$maleństwo, facet/ka,$rzecz, coś$choćby na przykład dlatego, że$tylko że, ale niestety$",0
Go,"jechać, iść$jechać, iść$znikać$dobrze/źle iść pójść$być, pozostawać$",0
Large,"duży$być na wolności$ogół$",0
Child,"dziecko$dziecko$",0
See,"widzieć, zobaczyć$rozumieć$spotykać się z, iść do$oglądać, widzieć$spojrzeć, sprawdzić$",0
Long,"długi$długi$długi$długi$",0
Know,"wiedzieć$znać$umieć$dać znać$wiedzieć$",0
Young,"młody$",0
Government,"rząd$rządy$rządowy$",0
Take,"brać, zabierać$brać, zabierać$brać, zabierać$brać, zabierać$przyjmować$",0
Right,"dobry, poprawny, słuszny$prawy$odpowiedni, właściwy$słuszny$naprawiać$",0
Work,"pracować$działać$udać się$umieć obsługiwać$pracować, zmuszać do pracy$",0
Think,"myśleć, uważać$myśleć, zastanawiać się$myśleć$myśleć o$myśleć o$",0
Early,"wczesny, wcześnie$wczesny, przedwczesny, przed czasem , za wcześnie$najwcześniej$na początku , szybko$",0
Life,"życie$życie, istnienie$życie$życie$życie rodzinne /prywatne /intymne$",0
Come,"przychodzić, przyjeżdżać$przychodzić, przyjeżdżać$iść$być po/pierwszym /ostatnim , uplasować się za /na pierwszej /na ostatniej pozycji$sięgać do/po$",0
Big,"duży$wielki$starsz-y/a brat/siostra$wielki$osiągać sukces$",0
Woman,"kobieta$kobiecość$",0
Give,"dawać$podawać$dawać$podawać$przynosić, powodować$",0
Late,"późny, spóźniony, późno$późny, późno$jest późno$świętej pamięci$ostatnio$",0
System,"system$system$układ$system, machina (biurokratyczna )$",0
Look,"patrzeć, spojrzeć$szukać$wyglądać fajnie/dziwnie$wygląda na to, że$chcieć$",0
Full,"pełny$pełny$pełny, cały$pełna szybkość/cała siła/maksymalna głośność$być zadufanym w sobie$",0
Case,"przypadek$sprawa$przypadek$przypadek$mieć miejsce$",0
Use,"używać$zużywać$wykorzystywać$używać$przydałoby się$",0
Far,"daleko$długo, dawno, daleko$znacznie / /$o wiele za / /późno$o ile mi wiadomo$",0
Part,"część$brać udział (w ), uczestniczyć (w )$rola$odgrywać rolę w$część$",0
Find,"znaleźć$znaleźć$odkryć$znajdować energię /pieniądze /czas$uważać, że jest łatw-y/ /nudn-y/ /śmieszn-y/$",0
Low,"niski$niski$niski, cichy$ciemny$nieswój, przygnębiony$",0
Group,"grupa$zespół, grupa$",0
Want,"chcieć$wymagać, potrzebować$≈ powinien$być wzywanym potrzebnym$",0
Bad,"zły, niedobry$zły, niegrzeczny, słaby$poważny$pechowy, nieodpowiedni$niezły, ≈ nieźle$",0
Number,"numer, liczba$numer$liczba$",0
Tell,"powiedzieć$kazać$móc poznać zorientować się$mówić$Wiesz co?$",0
Sure,"pewny$upewnić się, sprawdzić$być pewnym , być przekonanym o$na pewno$być pewnym siebie$",0
World,"świat$świat$kraje rozwijające się/uprzemysłowione /zachodnie$świat roślin /zwierząt$świat$",0
Put,"kłaść , umieszczać , wkładać$wprawiać w nastrój/stawiać w położeniu$ujmować, wyrażać$umieszczać$",0
Clear,"jasny, wyraźny$wyraźny$wyraźny, jednoznaczny$pewny, jasny$pusty$",0
House,"dom$dom$budynek, dom$izba$widownia$",0
Mean,"znaczyć, oznaczać$mieć na myśli$zamierzać ( )$oznaczać, znaczyć$mówić poważnie$",0
Likely,"prawdopodobny$prawdopodobny$",0
Area,"obszar, teren$miejsce, strefa, rejon$dziedzina$powierzchnia$",0
Become,"pojawić się/zostać stać się /$a co z$",0
Real,"prawdziwy$prawdziwy$prawdziwy$prawdziwy$",0
Company,"przedsiębiorstwo, firma$towarzystwo$dotrzymywać towarzystwa$stanowić miłe towarzystwo$zespół$",0
Leave,"wyjeżdżać, wychodzić$opuszczać, odchodzić$zostawiać$zostawiać, pozostawiać$zostawiać, pozostawiać$",0
Black,"czarny$czarnoskóry$murzyński, czarnoskórych$bez mleka , czarny$czarny$",0
Problem,"problem, kłopot$zadanie$zastrzeżenia do /$Nie ma sprawy !$Nie ma sprawy !$",0
White,"biały$biały$biały$blady (jak ściana)$biały$",0
Service,"obsługa$usługa$służba, praca$nabożeństwo$przegląd, serwis$",0
Need,"potrzebować, wymagać, musieć$nie musieć$wymagać$konieczne jest , potrzeba$",0
Free,"wolny$bezpłatny$wolny$wolny$wolny$",0
Place,"miejsce$mieć miejsce, zdarzyć się, odbywać się$na miejscu$istniejący$nie na miejscu$",0
Feel,"czuć (się), odczuwać$wydawać się / / /$czuć się jak /, odczuwać jak$sądzić$dotykać, macać$",0
Easy,"łatwy$swobodny$mi wszystko jedno$",0
Hand,"ręka$wziąć złapać za rękę$ręka w$trzymać się za ręce$pod ręką , w pobliżu$",0
Seem,"wydawać się / osobą , wydawać się$",0
Short,"krótki$krótki$krótki$niski$≈ brakować$",0
Party,"przyjęcie$partia$grupa$strona$",0
Ask,"pytać, zadawać$prosić (o)$prosić (o)$zapraszać$zapytać, prosić$",0
Strong,"silny$mocny$silny$mocny$ostry$",0
School,"szkoła$szkoła$szkoła$szkoła tańca /języków (obcych )/szkółka jeździecka$wydział, instytut$",0
Show,"wykazywać$pokazywać$pokazywać , co /jak$okazywać$odznaczać się, być widocznym , podkreślać$",0
True,"prawdziwy$prawdziwy$spełniać się$być wiernym$",0
Country,"państwo, kraj$wieś$kraj$",0
Try,"próbować$próbować$sądzić, osądzać$",0
Hard,"twardy$trudny$ciężki$trudny, ciężki$surowy, twardy$",0
